SECTOR,SHELF,REEF_NAME,REEF_ID,LATITUDE,LONGITUDE,P_CODE,VISIT_NO,YEAR_CODE,REPORT_YEAR,SAMPLE_DATE,MEAN_LIVE_CORAL,MEAN_SOFT_CORAL,MEAN_DEAD_CORAL,TOTAL_COTS,MEAN_COTS_PER_TOW,TOTAL_TROUT,MEAN_TROUT_PER_TOW,TOWS
CG,M,QUOIN REEF(12027),12027B,-12.4,143.533333,RM,6,199798,1998,1998-03-26,7.857,8.929,2.143,0,0,,,7
CG,M,QUOIN REEF(12027),12027B,-12.4,143.533333,RAP,14,200506,2006,2005-10-08,11.25,6.25,1.667,2,0.333,6,1,6
CG,M,QUOIN REEF(12027),12027B,-12.4,143.533333,RM,21,201213,2013,2013-02-08,11.786,3.929,2.5,7,1,1,0.142857142857143,7
CG,M,QUOIN REEF(12027),12027B,-12.4,143.533333,RM,25,201617,2017,2016-12-06,12.5,4.167,2.917,0,0,1,0.166666666666667,6
CG,M,QUOIN REEF(12027),12027B,-12.4,143.533333,RM,29,202021,2021,2020-12-13,23.75,10.357,1.786,0,0,1,0.142857142857143,7
CG,O,RAINE REEF,11243S,-11.6,144.025,RM,3,199495,1995,1994-10-06,49.267,,0.776,0,0,,,29
CG,O,RAINE REEF,11243S,-11.6,144.025,RM,6,199798,1998,1998-03-25,44.34,2.014,0.278,0,0,,,36
CG,O,MANTIS REEF,12056S,-12.275,143.891667,RM,27,201819,2019,2019-01-20,16.771,3.542,0.667,0,0,47,0.783333333333333,60
CG,O,MANTIS REEF,12056S,-12.275,143.891667,RMRAP,28,201920,2020,2019-11-29,21.667,7.361,1.875,0,0,15,0.416666666666667,36
CG,O,MANTIS REEF,12056S,-12.275,143.891667,RM,29,202021,2021,2020-12-06,32.143,4.821,0.446,0,0,19,0.678571428571429,28
CG,O,MANTIS REEF,12056S,-12.275,143.891667,RM,30,202122,2022,2021-10-22,33.241,5.926,0.926,0,0,50,1.85185185185185,27
CG,O,LAGOON REEF,12061S,-12.391667,143.741667,RM,1,199293,1993,1992-12-13,41.767,,2.845,0,0,,,58
CG,O,LAGOON REEF,12061S,-12.391667,143.741667,RM,2,199394,1994,1993-10-06,33.795,,0.955,0,0,,,55
CG,O,LAGOON REEF,12061S,-12.391667,143.741667,RM,3,199495,1995,1994-10-05,29.935,,1.293,0,0,,,58
CG,O,LAGOON REEF,12061S,-12.391667,143.741667,RM,4,199596,1996,1995-09-22,36.313,,1.25,0,0,,,60
CG,O,LAGOON REEF,12061S,-12.391667,143.741667,RM,6,199798,1998,1998-03-27,34.481,2.692,1.346,1,0.015,,,65
CG,O,LAGOON REEF,12061S,-12.391667,143.741667,RM,13,200405,2005,2004-09-03,29.151,2.689,1.557,0,0,,,53
CG,O,LAGOON REEF,12061S,-12.391667,143.741667,RAP,14,200506,2006,2005-10-09,27.338,3.981,2.5,0,0,46,0.851851851851852,54
CG,O,LAGOON REEF,12061S,-12.391667,143.741667,RM,27,201819,2019,2019-01-18,39.864,3.5,1.591,0,0,9,0.163636363636364,55
CG,O,LAGOON REEF,12061S,-12.391667,143.741667,RMRAP,28,201920,2020,2019-11-29,39.227,4.364,1.5,0,0,7,0.127272727272727,55
CG,O,LAGOON REEF,12061S,-12.391667,143.741667,RM,29,202021,2021,2020-12-08,38.013,5.804,1.429,0,0,18,0.321428571428571,56
CG,O,LAGOON REEF,12061S,-12.391667,143.741667,RM,30,202122,2022,2021-10-15,35.093,3.843,1.389,0,0,21,0.388888888888889,54
CG,O,12071S,12071S,-12.483333,143.75,RM,1,199293,1993,1992-12-13,42.885,,4.615,0,0,,,26
CG,O,12071S,12071S,-12.483333,143.75,RM,4,199596,1996,1995-09-21,37.727,,0.795,1,0.045,,,22
CG,O,12071S,12071S,-12.483333,143.75,RMRAP,28,201920,2020,2019-12-03,39.12,4.074,0.556,0,0,4,0.148148148148148,27
CG,O,12071S,12071S,-12.483333,143.75,RM,29,202021,2021,2020-12-14,29.185,7.065,1.087,0,0,2,0.0869565217391304,23
CG,O,SECOND SMALL REEF,12098S,-12.566667,143.775,RM,2,199394,1994,1993-10-06,37.292,,1.25,0,0,,,18
CG,O,SECOND SMALL REEF,12098S,-12.566667,143.775,RM,6,199798,1998,1998-03-27,32.5,10,0.735,0,0,,,17
CG,O,SECOND SMALL REEF,12098S,-12.566667,143.775,RAP,14,200506,2006,2005-10-09,31.625,5.5,2.5,0,0,29,1.45,20
CG,O,SECOND SMALL REEF,12098S,-12.566667,143.775,RMRAP,28,201920,2020,2019-12-03,20.962,4.327,2.404,0,0,6,0.230769230769231,26
CG,O,SECOND SMALL REEF,12098S,-12.566667,143.775,RM,29,202021,2021,2020-12-14,39.013,7.5,0.921,0,0,1,0.0526315789473684,19
CG,O,LOG REEF (SOUTH),12107S,-12.675,143.841667,RM,2,199394,1994,1993-10-06,28.641,,0.571,0,0,,,92
CG,O,LOG REEF (SOUTH),12107S,-12.675,143.841667,RM,6,199798,1998,1998-03-27,37.126,4.098,1.108,0,0,,,97
CG,O,LOG REEF (SOUTH),12107S,-12.675,143.841667,RAP,14,200506,2006,2005-10-09,16.855,2.903,2.339,0,0,40,0.43010752688172,93
CG,O,LOG REEF (SOUTH),12107S,-12.675,143.841667,RM,29,202021,2021,2020-12-14,26.538,4.808,1.319,0,0,16,0.175824175824176,91
CL,I,HOUGHTON REEF,14094S,-14.525,144.975,RM,4,199596,1996,1995-09-28,17.763,,0.789,0,0,,,19
CL,I,HOUGHTON REEF,14094S,-14.525,144.975,RM,7,199899,1999,1998-10-21,25.38,4.891,1.196,0,0,,,23
CL,I,HOUGHTON REEF,14094S,-14.525,144.975,RM,13,200405,2005,2004-08-29,35.729,3.021,0.208,0,0,,,24
CL,I,COQUET REEF(14097),14097S,-14.541667,144.991667,RM,1,199293,1993,1993-05-01,15,,0,0,0,,,18
CL,I,TURTLE GROUP REEF (NO 2),14120B,-14.736667,145.2,RM,4,199596,1996,1995-09-30,26.548,,0.714,0,0,,,21
CL,I,TURTLE GROUP REEF (NO 2),14120B,-14.736667,145.2,RM,7,199899,1999,1998-10-14,35.368,3.676,1.765,0,0,,,17
CL,I,TURTLE GROUP REEF (NO 2),14120B,-14.736667,145.2,RM,8,199900,2000,1999-10-18,37.206,5.147,2.206,0,0,,,17
CL,I,TURTLE GROUP REEF (NO 2),14120B,-14.736667,145.2,RM,9,200001,2001,2000-07-22,26.641,2.813,2.031,0,0,,,16
CL,I,MARTIN REEF(14123),14123S,-14.766667,145.358333,RM,1,199293,1993,1993-05-05,22.25,,2.8,0,0,,,50
CL,I,MARTIN REEF(14123),14123S,-14.766667,145.358333,RM,3,199495,1995,1994-10-25,29.625,,1.85,0,0,,,50
CL,I,MARTIN REEF(14123),14123S,-14.766667,145.358333,RM,4,199596,1996,1995-09-30,25.134,,2.188,13,0.232,,,56
CL,I,MARTIN REEF(14123),14123S,-14.766667,145.358333,RM,5,199697,1997,1996-10-15,22.837,,1.202,9,0.173,,,52
CL,I,MARTIN REEF(14123),14123S,-14.766667,145.358333,RM,6,199798,1998,1997-10-19,19.921,6.825,2.103,27,0.429,,,63
CL,I,MARTIN REEF(14123),14123S,-14.766667,145.358333,RM,7,199899,1999,1998-10-19,25.324,10.278,1.852,25,0.463,,,54
CL,I,MARTIN REEF(14123),14123S,-14.766667,145.358333,RM,8,199900,2000,1999-10-19,28,9.115,2.462,9,0.138,,,65
CL,I,MARTIN REEF(14123),14123S,-14.766667,145.358333,RM,9,200001,2001,2000-07-21,25.848,6.652,2.232,5,0.089,,,56
CL,I,MARTIN REEF(14123),14123S,-14.766667,145.358333,RM,10,200102,2002,2001-07-01,23.039,6.422,1.422,0,0,,,58
CL,I,MARTIN REEF(14123),14123S,-14.766667,145.358333,RM,11,200203,2003,2002-08-01,26.644,3.935,2.315,0,0,,,54
CL,I,MARTIN REEF(14123),14123S,-14.766667,145.358333,RM,12,200304,2004,2003-08-31,14.825,4.035,2.632,0,0,,,57
CL,I,MARTIN REEF(14123),14123S,-14.766667,145.358333,RM,13,200405,2005,2004-08-25,30.319,4.853,1.814,0,0,,,51
CL,I,MARTIN REEF(14123),14123S,-14.766667,145.358333,RAP,14,200506,2006,2005-10-06,28.561,4.962,2.348,0,0,6,0.0909090909090909,66
CL,I,MARTIN REEF(14123),14123S,-14.766667,145.358333,RM,15,200607,2007,2006-10-06,28.393,3.265,2.449,0,0,29,0.591836734693878,49
CL,I,MARTIN REEF(14123),14123S,-14.766667,145.358333,RAP,16,200708,2008,2007-08-27,19.755,5.392,2.157,0,0,10,0.196078431372549,51
CL,I,MARTIN REEF(14123),14123S,-14.766667,145.358333,RM,17,200809,2009,2008-10-30,27.146,3.958,1.667,1,0.017,9,0.15,60
CL,I,MARTIN REEF(14123),14123S,-14.766667,145.358333,RAP,18,200910,2010,2009-11-13,31.366,3.38,2.037,0,0,0,0,54
CL,I,MARTIN REEF(14123),14123S,-14.766667,145.358333,RM,19,201011,2011,2010-10-17,35.602,7.222,1.991,1,0.019,5,0.0925925925925926,54
CL,I,MARTIN REEF(14123),14123S,-14.766667,145.358333,RM,21,201213,2013,2012-10-19,27.444,3.134,2.388,34,0.507,8,0.119402985074627,67
CL,I,MARTIN REEF(14123),14123S,-14.766667,145.358333,RM,25,201617,2017,2016-08-31,6.389,2.454,0.602,0,0,10,0.185185185185185,54
CL,I,MARTIN REEF(14123),14123S,-14.766667,145.358333,RM,27,201819,2019,2018-12-11,8.692,3.577,0.192,0,0,16,0.246153846153846,65
CL,I,MARTIN REEF(14123),14123S,-14.766667,145.358333,RM,29,202021,2021,2020-10-29,25.68,3.991,0.263,0,0,15,0.263157894736842,57
CL,I,MARTIN REEF(14123),14123S,-14.766667,145.358333,RM,30,202122,2022,2021-09-06,23.06,5.474,0.948,0,0,34,0.586206896551724,58
CL,I,LINNET REEF,14126S,-14.783333,145.341667,RM,1,199293,1993,1993-05-07,31.641,,2.188,0,0,,,32
CL,I,LINNET REEF,14126S,-14.783333,145.341667,RM,3,199495,1995,1994-10-24,34.414,,1.172,2,0.063,,,32
CL,I,LINNET REEF,14126S,-14.783333,145.341667,RM,4,199596,1996,1995-09-29,31.523,,2.188,15,0.469,,,32
CL,I,LINNET REEF,14126S,-14.783333,145.341667,RM,5,199697,1997,1996-10-18,26.536,,1.429,13,0.371,,,35
CL,I,LINNET REEF,14126S,-14.783333,145.341667,RM,6,199798,1998,1997-10-20,27.635,4.392,2.432,22,0.595,,,37
CL,I,LINNET REEF,14126S,-14.783333,145.341667,RM,7,199899,1999,1998-10-15,34.007,6.397,2.279,9,0.265,,,34
CL,I,LINNET REEF,14126S,-14.783333,145.341667,RM,8,199900,2000,1999-10-23,22.286,4,2.214,0,0,,,35
CL,I,LINNET REEF,14126S,-14.783333,145.341667,RM,9,200001,2001,2000-07-20,24.28,3.712,1.894,0,0,,,33
CL,I,LINNET REEF,14126S,-14.783333,145.341667,RM,10,200102,2002,2001-07-10,28.625,2.667,2.25,0,0,,,30
CL,I,LINNET REEF,14126S,-14.783333,145.341667,RM,11,200203,2003,2002-08-02,26.78,3.712,2.5,1,0.03,,,33
CL,I,LINNET REEF,14126S,-14.783333,145.341667,RM,12,200304,2004,2003-09-01,15.469,3.125,2.188,1,0.031,,,32
CL,I,LINNET REEF,14126S,-14.783333,145.341667,RM,13,200405,2005,2004-08-26,24.242,2.652,1.818,0,0,,,33
CL,I,LINNET REEF,14126S,-14.783333,145.341667,RAP,14,200506,2006,2005-10-06,21.283,2.632,2.303,0,0,7,0.184210526315789,38
CL,I,LINNET REEF,14126S,-14.783333,145.341667,RM,15,200607,2007,2006-10-06,27.931,3.276,2.5,1,0.034,4,0.137931034482759,29
CL,I,LINNET REEF,14126S,-14.783333,145.341667,RAP,16,200708,2008,2007-08-26,22.071,3.357,2.143,0,0,7,0.2,35
CL,I,LINNET REEF,14126S,-14.783333,145.341667,RM,17,200809,2009,2008-10-31,23.945,2.656,0.859,0,0,6,0.1875,32
CL,I,LINNET REEF,14126S,-14.783333,145.341667,RAP,18,200910,2010,2009-11-13,29.265,2.794,1.838,0,0,0,0,34
CL,I,LINNET REEF,14126S,-14.783333,145.341667,RM,19,201011,2011,2010-10-25,33.71,2.984,2.339,2,0.065,3,0.0967741935483871,31
CL,I,LINNET REEF,14126S,-14.783333,145.341667,RM,21,201213,2013,2012-10-18,28.107,2.429,1.857,34,0.971,2,0.0571428571428571,35
CL,I,LINNET REEF,14126S,-14.783333,145.341667,RM,25,201617,2017,2016-08-30,2.917,2.153,0.069,0,0,6,0.166666666666667,36
CL,I,LINNET REEF,14126S,-14.783333,145.341667,RM,27,201819,2019,2018-12-10,9.444,2.778,0.625,0,0,5,0.138888888888889,36
CL,I,LINNET REEF,14126S,-14.783333,145.341667,RMRAP,28,201920,2020,2019-12-12,20.262,2.442,0.756,0,0,11,0.255813953488372,43
CL,I,LINNET REEF,14126S,-14.783333,145.341667,RM,29,202021,2021,2020-10-29,16.136,2.121,0.076,0,0,5,0.151515151515152,33
CL,I,LINNET REEF,14126S,-14.783333,145.341667,RM,30,202122,2022,2021-09-05,29.839,2.823,1.29,0,0,17,0.548387096774194,31
CL,I,TWO ISLANDS REEF,15002S,-15.025,145.441667,RM,1,199293,1993,1993-04-30,41.429,,4.286,0,0,,,21
CL,I,TWO ISLANDS REEF,15002S,-15.025,145.441667,RM,4,199596,1996,1995-10-03,31.85,,5.7,90,3.6,,,25
CL,I,TWO ISLANDS REEF,15002S,-15.025,145.441667,RM,7,199899,1999,1998-10-13,7.895,8.816,1.711,0,0,,,19
CL,I,TWO ISLANDS REEF,15002S,-15.025,145.441667,RM,10,200102,2002,2001-07-09,13.523,2.955,2.045,0,0,,,22
CL,I,TWO ISLANDS REEF,15002S,-15.025,145.441667,RM,13,200405,2005,2004-08-22,23.269,2.5,2.019,0,0,,,26
CL,I,TWO ISLANDS REEF,15002S,-15.025,145.441667,RM,19,201011,2011,2010-11-02,46.534,3.068,2.386,0,0,0,0,22
CL,I,TWO ISLANDS REEF,15002S,-15.025,145.441667,RM,21,201213,2013,2012-10-26,33.9,3.3,4.3,69,2.76,3,0.12,25
CL,I,THREE ISLANDS REEF,15005S,-15.116667,145.425,RM,2,199394,1994,1993-10-18,36.875,,4.432,0,0,,,22
CL,I,THREE ISLANDS REEF,15005S,-15.116667,145.425,RM,5,199697,1997,1996-10-12,33.864,,2.386,47,2.136,,,22
CL,I,THREE ISLANDS REEF,15005S,-15.116667,145.425,RM,8,199900,2000,1999-10-24,32.609,9.348,2.174,0,0,,,23
CL,I,THREE ISLANDS REEF,15005S,-15.116667,145.425,RM,11,200203,2003,2002-07-17,33.661,3.661,2.143,0,0,,,28
CL,I,THREE ISLANDS REEF,15005S,-15.116667,145.425,RAP,14,200506,2006,2005-10-06,42.3,7.2,2.3,0,0,7,0.28,25
CL,I,THREE ISLANDS REEF,15005S,-15.116667,145.425,RM,21,201213,2013,2012-10-26,47.933,4.615,2.5,12,0.462,0,0,26
CL,I,BOULDER REEF,15012S,-15.416667,145.425,RM,1,199293,1993,1993-05-12,27.143,,2.286,0,0,,,70
CL,I,BOULDER REEF,15012S,-15.416667,145.425,RM,2,199394,1994,1993-10-17,26.118,,2.675,0,0,,,57
CL,I,BOULDER REEF,15012S,-15.416667,145.425,RM,3,199495,1995,1994-10-13,26.004,,1.434,0,0,,,61
CL,I,BOULDER REEF,15012S,-15.416667,145.425,RM,4,199596,1996,1995-10-03,22.119,,1.186,3,0.051,,,59
CL,I,BOULDER REEF,15012S,-15.416667,145.425,RM,5,199697,1997,1996-10-12,29.577,,0.887,0,0,,,62
CL,I,BOULDER REEF,15012S,-15.416667,145.425,RM,6,199798,1998,1997-10-27,17.222,2.738,2.103,43,0.683,,,63
CL,I,BOULDER REEF,15012S,-15.416667,145.425,RM,7,199899,1999,1998-10-08,22.5,4.074,3.102,80,1.481,,,54
CL,I,BOULDER REEF,15012S,-15.416667,145.425,RM,8,199900,2000,1999-10-26,22.695,5.508,1.914,8,0.125,,,64
CL,I,BOULDER REEF,15012S,-15.416667,145.425,RM,9,200001,2001,2001-02-02,28.113,3.971,2.255,0,0,,,51
CL,I,BOULDER REEF,15012S,-15.416667,145.425,RM,10,200102,2002,2001-07-17,28.979,4.333,2.417,0,0,,,60
CL,I,BOULDER REEF,15012S,-15.416667,145.425,RM,11,200203,2003,2002-07-17,24.813,3.358,2.5,0,0,,,67
CL,I,BOULDER REEF,15012S,-15.416667,145.425,RM,12,200304,2004,2003-09-09,18.566,3.852,2.459,0,0,,,61
CL,I,BOULDER REEF,15012S,-15.416667,145.425,RM,13,200405,2005,2004-09-07,23.354,2.75,1.875,0,0,,,60
CL,I,BOULDER REEF,15012S,-15.416667,145.425,RAP,14,200506,2006,2005-10-15,22.773,3.477,2.461,1,0.016,7,0.109375,64
CL,I,BOULDER REEF,15012S,-15.416667,145.425,RM,15,200607,2007,2006-09-29,31.923,4.115,2.5,0,0,123,1.89230769230769,65
CL,I,BOULDER REEF,15012S,-15.416667,145.425,RM,17,200809,2009,2008-10-26,29.246,4.365,2.222,0,0,2,0.0317460317460317,63
CL,I,BOULDER REEF,15012S,-15.416667,145.425,RAP,18,200910,2010,2009-11-12,32.004,4.048,2.183,0,0,8,0.126984126984127,63
CL,I,BOULDER REEF,15012S,-15.416667,145.425,RM,19,201011,2011,2010-10-16,23.822,5.036,1.739,0,0,5,0.072463768115942,69
CL,I,BOULDER REEF,15012S,-15.416667,145.425,RM,21,201213,2013,2012-10-29,27.192,3.664,2.192,50,0.685,14,0.191780821917808,73
CL,I,BOULDER REEF,15012S,-15.416667,145.425,RM,29,202021,2021,2020-11-04,25.952,2.5,0.04,0,0,9,0.142857142857143,63
CL,I,EGRET REEF,15013S,-15.475,145.416667,RM,1,199293,1993,1993-05-13,17.9,,1.3,0,0,,,50
CL,I,EGRET REEF,15013S,-15.475,145.416667,RM,4,199596,1996,1995-10-15,18.62,,1.354,0,0,,,48
CL,I,EGRET REEF,15013S,-15.475,145.416667,RM,7,199899,1999,1998-10-08,18.827,6.582,2.143,99,2.02,,,49
CL,I,EGRET REEF,15013S,-15.475,145.416667,RM,10,200102,2002,2001-09-13,15.313,2.917,1.823,0,0,,,48
CL,I,EGRET REEF,15013S,-15.475,145.416667,RM,13,200405,2005,2004-08-20,12.108,3.627,2.108,0,0,,,51
CL,I,EGRET REEF,15013S,-15.475,145.416667,RM,15,200607,2007,2006-09-29,16,3.5,1.25,0,0,48,0.96,50
CL,I,EGRET REEF,15013S,-15.475,145.416667,RM,17,200809,2009,2008-10-26,15.926,3.056,1.62,0,0,6,0.111111111111111,54
CL,I,EGRET REEF,15013S,-15.475,145.416667,RM,19,201011,2011,2010-10-16,16.009,3.684,1.228,0,0,4,0.0701754385964912,57
CL,I,EGRET REEF,15013S,-15.475,145.416667,RM,29,202021,2021,2020-11-04,9.167,3.778,0,0,0,5,0.111111111111111,45
CL,M,STAPLETON REEF,14054S,-14.325,144.858333,RM,3,199495,1995,1994-10-02,6.524,,0.183,0,0,,,41
CL,M,STAPLETON REEF,14054S,-14.325,144.858333,RM,6,199798,1998,1997-10-23,8.355,2.632,0.263,0,0,,,38
CL,M,STAPLETON REEF,14054S,-14.325,144.858333,RM,9,200001,2001,2000-07-24,18.885,3.041,1.554,1,0.027,,,37
CL,M,STAPLETON REEF,14054S,-14.325,144.858333,RM,12,200304,2004,2003-09-03,19.797,3.895,2.326,13,0.302,,,43
CL,M,STAPLETON REEF,14054S,-14.325,144.858333,RM,15,200607,2007,2006-10-02,20.478,2.647,2.5,0,0,5,0.147058823529412,34
CL,M,14056S,14056S,-14.325,144.958333,RM,1,199293,1993,1993-05-02,7.143,,0,1,0.02,,,49
CL,M,14056S,14056S,-14.325,144.958333,RM,4,199596,1996,1995-09-27,9.063,,0.833,1,0.021,,,48
CL,M,14056S,14056S,-14.325,144.958333,RM,6,199798,1998,1997-10-23,6.023,4.091,0.568,1,0.023,,,44
CL,M,14056S,14056S,-14.325,144.958333,RM,7,199899,1999,1998-10-21,9.389,9.333,1.167,0,0,,,45
CL,M,14056S,14056S,-14.325,144.958333,RM,8,199900,2000,1999-10-14,11.779,8.99,2.452,1,0.019,,,52
CL,M,14056S,14056S,-14.325,144.958333,RM,9,200001,2001,2000-07-24,10.35,5.9,1.5,1,0.02,,,50
CL,M,14056S,14056S,-14.325,144.958333,RM,10,200102,2002,2001-07-03,9.592,6.224,1.173,4,0.082,,,49
CL,M,14056S,14056S,-14.325,144.958333,RM,12,200304,2004,2003-09-03,7.56,7.262,1.845,0,0,,,42
CL,M,14056S,14056S,-14.325,144.958333,RM,13,200405,2005,2004-09-06,10.972,5.602,1.389,0,0,,,54
CL,M,14056S,14056S,-14.325,144.958333,RAP,14,200506,2006,2005-10-11,9.76,5.865,1.731,0,0,3,0.0576923076923077,52
CL,M,14056S,14056S,-14.325,144.958333,RAP,18,200910,2010,2009-11-14,8.273,4.545,1.409,0,0,3,0.0545454545454545,55
CL,M,14056S,14056S,-14.325,144.958333,RM,29,202021,2021,2020-10-30,8.25,4.2,0.05,0,0,7,0.14,50
CL,M,SWITZER REEF,14061S,-14.358333,144.758333,RM,3,199495,1995,1994-10-11,9.914,,0.259,0,0,,,58
CL,M,SWITZER REEF,14061S,-14.358333,144.758333,RM,6,199798,1998,1997-10-23,15.175,2.632,0.307,0,0,,,57
CL,M,SWITZER REEF,14061S,-14.358333,144.758333,RM,9,200001,2001,2000-07-27,11.893,2.5,1.107,0,0,,,70
CL,M,SWITZER REEF,14061S,-14.358333,144.758333,RM,12,200304,2004,2003-09-08,19.754,2.652,2.121,1,0.015,,,66
CL,M,INGRAM-BEANLEY REEF,14064S,-14.425,144.891667,RM,2,199394,1994,1993-09-30,15.5,,1.9,3,0.06,,,50
CL,M,INGRAM-BEANLEY REEF,14064S,-14.425,144.891667,RM,8,199900,2000,1999-10-14,23.016,6.359,2.283,2,0.043,,,46
CL,M,INGRAM-BEANLEY REEF,14064S,-14.425,144.891667,RAP,14,200506,2006,2005-10-12,19.548,4.415,2.287,0,0,9,0.191489361702128,47
CL,M,INGRAM-BEANLEY REEF,14064S,-14.425,144.891667,RAP,18,200910,2010,2009-11-14,25.98,5.931,1.618,1,0.02,3,0.0588235294117647,51
CL,M,FLY REEF,14109S,-14.5,145.158333,RM,2,199394,1994,1993-10-20,20,,1.304,2,0.087,,,23
CL,M,FLY REEF,14109S,-14.5,145.158333,RM,8,199900,2000,1999-10-14,24.271,5.521,2.5,1,0.042,,,24
CL,M,FLY REEF,14109S,-14.5,145.158333,RAP,14,200506,2006,2005-10-12,21.875,3.333,2.5,0,0,5,0.208333333333333,24
CL,M,FLY REEF,14109S,-14.5,145.158333,RAP,18,200910,2010,2009-11-14,24.612,2.845,2.241,2,0.069,15,0.517241379310345,29
CL,M,FLY REEF,14109S,-14.5,145.158333,RM,29,202021,2021,2020-10-30,10.87,2.609,0.217,1,0.043,3,0.130434782608696,23
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RM,1,199293,1993,1993-05-09,34.643,,5.714,6,0.429,,,14
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RM,2,199394,1994,1993-10-24,35.313,,2.188,3,0.188,,,16
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RM,3,199495,1995,1994-10-17,32.868,,2.5,5,0.294,,,17
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RM,4,199596,1996,1995-09-14,30.089,,4.643,12,0.857,,,14
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RM,5,199697,1997,1996-10-14,29.706,,2.353,9,0.529,,,17
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RM,6,199798,1998,1997-10-15,15.833,3.667,2.5,6,0.4,,,15
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RM,7,199899,1999,1998-10-17,31.333,10.917,1.667,0,0,,,15
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RM,8,199900,2000,1999-10-10,24.853,3.971,2.5,0,0,,,17
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RM,9,200001,2001,2000-07-18,25.25,3.5,2.5,1,0.067,,,15
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RM,10,200102,2002,2001-06-30,16.765,2.5,1.912,0,0,,,17
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RM,11,200203,2003,2002-07-24,23.906,2.5,2.344,0,0,,,16
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RM,12,200304,2004,2003-08-26,14.688,4.844,2.813,6,0.375,,,16
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RM,13,200405,2005,2004-08-24,21.25,2.5,2.5,0,0,,,16
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RAP,14,200506,2006,2005-10-13,26.324,3.971,2.353,1,0.059,2,0.117647058823529,17
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RM,15,200607,2007,2006-10-08,33.833,3.5,2.5,0,0,4,0.266666666666667,15
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RAP,16,200708,2008,2007-08-24,23.75,3.75,2.321,0,0,11,0.785714285714286,14
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RM,17,200809,2009,2008-11-06,36.333,2.5,2.5,2,0.133,5,0.333333333333333,15
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RAP,18,200910,2010,2009-11-15,27.969,4.688,2.5,0,0,6,0.375,16
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RM,19,201011,2011,2010-10-23,25.938,2.813,2.5,0,0,2,0.125,16
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RM,21,201213,2013,2012-10-25,34.211,4.079,1.711,5,0.263,14,0.736842105263158,19
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RM,23,201415,2015,2014-12-01,6.667,2.5,1.806,12,0.667,8,0.444444444444444,18
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RM,25,201617,2017,2016-09-04,4.821,2.5,2.321,0,0,17,1.21428571428571,14
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RM,27,201819,2019,2018-12-11,5,2.5,0.667,0,0,11,0.733333333333333,15
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RMRAP,28,201920,2020,2019-12-12,9.063,2.813,0.625,0,0,6,0.375,16
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RM,29,202021,2021,2020-10-25,21.719,2.5,0.781,0,0,1,0.0625,16
CL,M,MACGILLIVRAY REEF,14114S,-14.65,145.491667,RM,30,202122,2022,2021-09-04,31.316,3.816,0.658,0,0,17,0.894736842105263,19
CL,M,NYMPH REEF,14115S,-14.658333,145.25,RM,2,199394,1994,1993-10-20,31.15,,2.1,0,0,,,25
CL,M,NYMPH REEF,14115S,-14.658333,145.25,RM,4,199596,1996,1995-09-17,41.786,,1.667,0,0,,,21
CL,M,NYMPH REEF,14115S,-14.658333,145.25,RM,7,199899,1999,1998-10-14,39.881,10.714,2.5,17,0.81,,,21
CL,M,NYMPH REEF,14115S,-14.658333,145.25,RM,10,200102,2002,2001-07-10,31.196,5.87,2.5,3,0.13,,,23
CL,M,NYMPH REEF,14115S,-14.658333,145.25,RM,13,200405,2005,2004-08-29,29.75,3.3,2.3,0,0,,,25
CL,M,NYMPH REEF,14115S,-14.658333,145.25,RAP,18,200910,2010,2009-11-13,38.641,4.022,1.739,0,0,1,0.0434782608695652,23
CL,M,LIZARD ISLAND,14116S,-14.675,145.466667,RM,2,199394,1994,1993-10-10,23.716,,1.689,17,0.23,,,74
